text,triplets,relations,definitions
Hereditary fructose intolerance is an inborn error of fructose metabolism caused by a deficiency of the enzyme aldolase B.,"[['Hereditary fructose intolerance', 'genetic association', 'Aldolase B']]",['genetic association'],genetic association: The subject entity is linked to or influenced by the genetic factor specified by the object entity.
Coquille River Light is currently maintained by the Oregon Parks and Recreation Department as a part of Bullards Beach State Park.,"[['Coquille River Light', 'located in protected area', 'Bullards Beach State Park']]",['located in protected area'],located in protected area: The subject entity is situated within a designated protected area specified by the object entity.
The regular pentagonal pyramid has a base that is a regular pentagon and lateral faces that are equilateral triangles.,"[['Pentagonal pyramid', 'has facet polytope', 'regular pentagon']]",['has facet polytope'],has facet polytope: The subject entity possesses or is associated with the geometric shape specified by the object entity as one of its facets or components.
"American Housewife is created and written by Sarah Dunn and co-executive produced with Aaron Kaplan, Kenny Schwartz, Rick Wiener, and for the pilot only Ruben Fleischer.","[['American Housewife', 'executive producer', 'Ruben Fleischer']]",['executive producer'],"executive producer: The subject entity is associated with the production of the project specified by the object entity in the role of an executive producer, overseeing the project's development and production."
Earlier versions of Imaging for Windows were included in Windows 95/98/Me/NT/2000.,"[['Imaging for Windows', 'operating system', 'Windows 95']]",['operating system'],operating system: The subject entity is a software application that is designed to run on the operating system specified by the object entity.
"The Hostile Action Service Medal is awarded by the Central Intelligence Agency for direct exposure to a specific life-threatening incident in the foreign field or in the U.S. where the employee was in close proximity to death or injury, but survived and sustained no injuries.","[['Hostile Action Service Medal', 'conferred by', 'Central Intelligence Agency']]",['conferred by'],conferred by: The subject entity is awarded or granted by the organization or entity specified by the object entity.
Lippert designed the game around a 3D cabin model Dreamscape ( video game ) made while learning to use the Unreal Engine.,"[['Dreamscape ( video game )', 'software engine', 'Unreal Engine']]",['software engine'],software engine: The subject entity is built using or developed with the software engine specified by the object entity.
"In phonology and linguistics, a phoneme /fonim/ is a unit of sound that distinguishes one word from another in a particular language.","[['Phoneme', 'studied by', 'Phonology']]",['studied by'],studied by: The subject entity is the focus of study or analysis by the object entity.
"After Pauwels had pulled out a gap, Fraile attacked and joined up with 2017 Tour de Yorkshire's team captain, setting up a tandem victory salute at the finish at Fox Valley in Stocksbridge, Sheffield.","[['2017 Tour de Yorkshire', 'destination point', 'Sheffield']]",['destination point'],"destination point: The subject entity is the final location or endpoint where the event or action specified by the subject takes place, as indicated by the object entity."
Teebah Airlines's main base was Queen Alia International Airport.,"[['Teebah Airlines', 'airline hub', 'Queen Alia International Airport']]",['airline hub'],airline hub: The subject entity serves as a central operational base or hub for the airline specified by the object entity.
"In 1906, Finland became the first European state to grant all adult citizens the right to vote, and the first in the world to give all adult citizens the right to run for public office.","[['Finland', 'railway traffic side', 'right'], ['Finland', 'driving side', 'right']]","['driving side', 'railway traffic side']","driving side: The subject entity specifies the side of the road on which vehicles are driven in the location specified by the object entity.

railway traffic side: The subject entity indicates the side of the track on which trains operate in the location specified by the object entity."
"The Nieuwe Waalse Kerk (Dutch for ""New Walloon Church"") is a late 19th-century church building on the Keizersgracht canal in Amsterdam.","[['Nieuwe Waalse Kerk', 'located on street', 'Keizersgracht']]",['located on street'],located on street: The subject entity is situated on the street specified by the object entity.
Rashidun Caliphate was ruled by the first four successive caliphs (successors) of Muhammad after his death in 632 CE (AH 11).,"[['Rashidun Caliphate', 'office held by head of state', 'caliph']]",['office held by head of state'],"office held by head of state: The subject entity is the position or title that is held by the individual or entity specified by the object entity, indicating a leadership role within a governing body or state."
"Expedition 58 was commanded by cosmonaut Oleg Kononenko, with astronauts Anne McClain and David Saint-Jacques as flight engineers; the trio launched on board Soyuz MS-11 on December 3, 2018, marking the 100th orbital launch of the year.","[['Expedition 58', 'crew member', 'Anne McClain'], ['Expedition 58', 'crew member', 'Oleg Kononenko'], ['Expedition 58', 'crew member', 'David Saint-Jacques']]",['crew member'],crew member: The subject entity includes the person specified by the object entity as a member of its crew.
"First described as Grevillea bleasdalei by Ferdinand von Mueller, Bleasdalea bleasdalei was placed in its current genus in 1975.","[['Bleasdalea bleasdalei', 'basionym', 'Grevillea bleasdalei']]",['basionym'],basionym: The subject entity is the original name or designation from which the current name (object entity) is derived.
Karen Mellor won the 30th Miss United Kingdom pageant in 1987.,"[['Karen Mellor', 'victory', 'Miss United Kingdom']]",['victory'],victory: The subject entity achieved a win or success in the event or competition specified by the object entity.
